Date,Gas_Consumption(Nm3),Online_hours,Grate_Feed(ton),Grate_Speed(rpm),Depth(mm),EP1_Temp(deg),EP2_Temp(deg),Grate_Zoon3_Temp(deg),Grate_Zoon4_Temp(deg),Amb_Temp(deg),KL1_Speed(rpm),AN1_Speed(rpm),730FN1_Damper,730FN1_Amp,AN1_Zoon3_Temp(deg)
7/20/2019,174464,23.93333333,12460.67,5.586634617,138.791111,115.5568685,102.314994,787.2039116,872.7083394,36.6868418,1.679864713,1.645528179,36.81944444,183.6258839,165.0165044
7/21/2019,182560,24,12486.92,5.624129217,139.8468112,116.7620293,102.4106903,789.1943873,876.5590724,36.38844666,1.675330759,1.621692312,36.81388889,183.7062892,174.8452639
7/22/2019,180736,24,12424.87,5.600740185,138.7897939,125.7383494,103.4585337,796.948844,879.8941199,36.47297241,1.673896658,1.616007516,36.78611111,183.6367674,169.7359183
7/23/2019,170480,19.13333333,10032.12,4.381122096,138.2206744,122.835778,97.51445501,740.6973884,837.8967739,35.66940315,1.596080273,1.352378431,30.25486111,168.2343996,150.8841066
7/24/2019,152776,7.333333333,2833.33,1.225806546,150.8143231,80.69989011,64.3400123,332.2068613,561.4475251,35.52276439,1.083267819,0.644503073,9.764583333,108.062521,81.34912013
7/25/2019,182904,24,12199.52,5.426838585,137.5958454,115.5843954,103.904383,765.785574,853.9645302,34.73591377,1.669214922,1.55507194,36.42916667,183.754495,213.8880307
7/26/2019,154248,15.26666667,8102.99,3.663006818,139.1481394,120.8257993,106.0405318,676.4908953,713.887921,37.12990692,1.571762217,1.08094691,25.34583333,155.1377178,155.0926721
7/27/2019,164104,11.25,5055.89,2.317875508,132.5990495,98.27958668,83.99052068,404.3760965,554.1818435,35.81378235,1.345433958,0.633361486,17.84861111,138.1571745,77.71884519
7/28/2019,174640,24,12785.05,5.697526124,137.0535573,110.1216147,101.3471555,783.6183725,822.054573,35.60846321,1.67477607,1.670019111,37.83888889,186.0375277,186.789931
7/29/2019,172784,24,12803.7,5.719484336,135.8307566,114.6175742,103.9311435,796.1607025,839.0419158,38.14314422,1.67576586,1.687645947,37.30694444,183.1422259,190.8233091
