Date,Time,Blaine_After_HPGR
6/24/2019,23:20,2095
6/25/2019,1:05,2214
6/25/2019,3:05,2143
6/25/2019,7:05,2214
6/25/2019,9:05,2237
6/25/2019,11:05,2237
6/25/2019,13:05,2237
6/25/2019,17:05,2190
6/25/2019,19:05,2259
6/25/2019,21:05,2237
6/25/2019,23:05,2190
6/26/2019,1:05,2071
6/26/2019,3:05,2071
6/26/2019,5:05,2259
6/26/2019,7:05,2214
6/26/2019,11:05,2304
6/26/2019,13:05,2143
6/26/2019,15:05,2259
6/26/2019,17:05,2167
6/26/2019,19:05,2021
6/26/2019,21:05,2259
6/26/2019,23:05,2021
6/27/2019,1:05,2167
6/27/2019,3:15,2071
6/27/2019,5:05,2143
6/27/2019,7:05,2071
6/27/2019,9:05,2190
6/27/2019,13:05,2167
6/27/2019,15:05,2143
6/27/2019,17:05,2190
6/27/2019,19:05,2259
6/27/2019,21:05,2119
6/27/2019,23:05,2282
6/28/2019,3:05,2046
6/28/2019,5:05,2190
6/28/2019,7:05,2370
6/28/2019,11:05,2190
6/28/2019,13:05,2259
6/28/2019,15:25,2190
6/28/2019,17:05,2214
6/28/2019,19:05,2282
6/28/2019,21:05,2167
6/28/2019,23:05,2119
6/29/2019,1:05,2071
6/29/2019,3:05,2167
6/29/2019,5:05,2214
6/29/2019,7:05,2071
6/29/2019,9:05,2167
6/29/2019,11:05,2370
6/29/2019,13:05,2167
6/29/2019,15:05,2119
6/29/2019,17:05,2190
6/29/2019,19:00,2119
6/29/2019,21:05,2237
6/29/2019,23:05,2143
6/30/2019,1:05,2190
6/30/2019,3:05,2119
6/30/2019,5:05,2143
6/30/2019,7:30,1995
6/30/2019,9:05,2071
6/30/2019,11:05,2167
6/30/2019,13:05,2046
6/30/2019,15:05,1995
6/30/2019,17:05,2190
6/30/2019,19:05,2190
6/30/2019,23:05,2119
7/1/2019,1:05,2071
7/1/2019,3:15,2119
7/1/2019,5:05,2167
7/1/2019,11:05,2119
7/1/2019,17:05,2167
7/1/2019,19:05,2095
7/1/2019,21:05,2167
7/1/2019,23:05,2071
7/2/2019,1:05,2095
7/2/2019,5:05,2095
7/2/2019,7:05,2214
7/2/2019,9:30,2167
7/2/2019,11:05,2214
7/2/2019,13:15,2071
7/2/2019,15:05,2046
7/2/2019,17:05,2071
7/2/2019,19:15,2095
7/2/2019,23:05,2046
7/3/2019,1:25,1995
7/3/2019,3:05,2119
7/3/2019,5:05,1995
7/3/2019,7:05,1970
7/3/2019,11:05,1970
7/3/2019,13:05,2046
7/3/2019,15:10,2095
7/3/2019,17:05,1995
7/3/2019,19:05,2021
7/3/2019,21:05,1995
7/3/2019,23:05,1995
7/4/2019,1:05,1995
7/4/2019,3:05,1970
7/4/2019,5:05,1943
7/4/2019,7:05,2046
7/4/2019,9:05,2021
7/4/2019,13:05,2071
7/4/2019,15:05,1970
7/4/2019,17:05,2021
7/4/2019,19:05,2167
7/4/2019,21:05,1995
7/4/2019,23:05,1970
7/5/2019,1:05,1917
7/5/2019,3:05,1863
7/5/2019,5:05,2071
7/5/2019,7:05,1970
7/5/2019,9:05,2167
7/5/2019,13:05,1943
7/5/2019,15:05,1890
7/5/2019,17:05,1943
7/5/2019,19:05,1995
7/5/2019,23:05,1995
7/6/2019,1:05,2021
7/6/2019,3:15,2071
7/6/2019,5:05,2071
7/6/2019,7:05,2071
7/6/2019,9:05,2046
7/6/2019,11:05,1970
7/6/2019,13:05,2190
7/6/2019,15:05,2046
7/6/2019,17:05,2021
7/6/2019,19:05,2046
7/6/2019,21:05,2046
7/7/2019,1:05,2046
7/7/2019,3:05,2046
7/7/2019,5:05,1995
7/7/2019,7:05,1970
7/7/2019,9:05,1970
7/7/2019,13:05,2046
7/7/2019,15:05,2071
7/7/2019,17:20,2046
7/7/2019,19:05,2095
7/7/2019,21:05,1995
7/7/2019,23:05,1970
7/8/2019,3:05,2021
7/8/2019,5:05,2071
7/8/2019,7:05,1995
7/8/2019,11:05,2071
7/8/2019,13:05,2046
7/8/2019,15:05,2143
7/8/2019,17:05,2095
7/8/2019,19:05,2143
7/8/2019,21:05,2021
7/8/2019,23:05,2071
7/9/2019,3:05,2071
7/9/2019,5:05,2190
7/9/2019,7:05,2095
7/9/2019,9:05,2259
7/9/2019,11:05,2095
7/9/2019,13:05,2119
7/9/2019,15:05,2119
7/9/2019,19:05,2095
7/9/2019,21:05,2071
7/10/2019,1:05,2143
7/10/2019,5:05,2119
7/10/2019,7:05,2190
7/10/2019,9:05,2190
7/10/2019,11:05,2167
7/10/2019,13:05,2237
7/10/2019,15:20,2021
7/10/2019,17:05,2143
7/10/2019,19:05,2119
7/10/2019,21:15,2167
7/10/2019,23:05,2143
7/11/2019,1:05,2237
7/11/2019,3:15,2119
7/11/2019,7:05,1995
7/11/2019,9:05,2071
7/11/2019,11:05,2095
7/11/2019,13:05,2237
7/11/2019,15:05,2214
7/11/2019,17:05,2237
7/11/2019,19:05,2190
7/11/2019,21:05,2190
7/11/2019,23:05,2046
7/12/2019,3:05,2046
7/12/2019,5:05,2143
7/12/2019,7:05,2095
7/12/2019,9:05,2190
7/12/2019,11:05,2167
7/12/2019,15:05,2190
7/12/2019,19:15,2282
7/12/2019,21:05,2095
7/12/2019,23:05,2190
7/13/2019,1:05,2119
7/13/2019,3:05,2095
7/13/2019,5:15,2190
7/13/2019,9:05,2190
7/13/2019,11:05,2071
7/13/2019,13:05,2119
7/13/2019,17:05,2143
7/13/2019,19:05,2046
7/13/2019,21:05,2071
7/14/2019,1:05,2021
7/14/2019,3:05,2021
7/14/2019,7:05,2071
7/14/2019,11:05,2071
7/14/2019,13:05,2046
7/14/2019,15:05,2119
7/14/2019,17:05,2046
7/14/2019,19:05,2046
7/14/2019,23:05,2071
7/15/2019,3:05,2214
7/15/2019,5:05,2214
7/15/2019,9:05,2167
7/15/2019,11:15,2095
7/15/2019,13:05,2095
7/15/2019,19:05,2214
7/15/2019,21:05,2095
7/15/2019,23:05,2071
7/16/2019,1:05,2190
7/16/2019,3:05,2214
7/16/2019,7:05,2021
7/16/2019,9:05,2046
7/16/2019,11:05,2119
7/16/2019,13:05,2190
7/16/2019,15:05,2119
7/16/2019,17:05,2190
7/16/2019,21:05,2095
7/16/2019,23:05,2190
7/17/2019,1:15,2190
7/17/2019,3:05,2095
7/17/2019,5:05,2143
7/17/2019,7:05,2167
7/17/2019,9:05,2167
7/17/2019,11:05,2214
7/17/2019,13:05,2214
7/17/2019,15:05,2143
7/17/2019,17:15,2190
7/17/2019,19:05,2119
7/17/2019,21:05,2143
7/17/2019,23:05,2095
7/18/2019,1:05,2143
7/18/2019,3:05,2046
7/18/2019,5:05,2119
7/18/2019,9:05,2167
7/18/2019,11:05,2190
7/18/2019,13:05,2095
7/18/2019,17:05,2071
7/18/2019,19:05,2071
7/18/2019,21:05,2119
7/18/2019,23:05,2143
7/19/2019,3:05,2071
7/19/2019,5:05,2119
7/19/2019,7:05,2071
7/19/2019,9:05,2119
7/19/2019,11:05,2071
7/19/2019,13:05,2119
7/19/2019,15:05,2119
7/19/2019,17:05,2119
7/19/2019,19:05,2143
7/19/2019,21:05,2071
7/19/2019,23:05,2095
7/20/2019,1:05,2071
7/20/2019,3:05,2046
7/20/2019,5:05,2119
7/20/2019,7:05,2021
7/20/2019,9:05,2143
7/20/2019,11:05,2071
7/20/2019,13:05,2190
7/20/2019,15:05,2143
7/20/2019,17:05,2119
7/20/2019,19:05,2095
7/20/2019,21:05,2167
7/20/2019,23:05,2046
7/21/2019,3:05,1995
7/21/2019,5:05,2071
7/21/2019,7:05,2071
7/21/2019,9:05,2167
7/21/2019,11:05,2143
7/21/2019,13:15,2095
7/21/2019,15:05,2071
7/21/2019,17:05,2167
7/21/2019,19:05,2095
7/21/2019,21:05,2237
7/21/2019,23:05,2046
7/22/2019,1:05,1995
7/22/2019,3:05,2214
7/22/2019,5:05,2143
7/22/2019,7:05,2021
7/22/2019,9:05,2143
7/22/2019,11:05,2190
7/22/2019,13:05,2119
7/22/2019,15:05,2095
7/22/2019,17:05,2095
7/22/2019,19:05,2214
7/22/2019,21:05,2214
7/22/2019,23:05,2046
7/24/2019,1:05,2095
7/24/2019,3:05,2021
7/24/2019,5:05,2046
7/24/2019,7:05,2046
7/24/2019,9:05,2071
7/24/2019,13:05,2214
7/24/2019,15:05,2143
7/24/2019,17:05,2095
7/24/2019,19:05,2119
7/24/2019,21:05,2095
7/24/2019,23:15,2046
7/25/2019,1:05,2021
7/25/2019,3:05,2046
7/25/2019,5:05,2095
7/25/2019,7:05,2119
7/25/2019,9:05,2046
7/25/2019,11:05,2021
7/25/2019,13:05,2046
7/25/2019,15:05,2046
7/25/2019,17:05,2021
7/25/2019,19:05,2071
7/25/2019,21:05,2095
7/27/2019,1:05,2167
7/27/2019,3:05,2021
7/27/2019,5:05,2021
7/27/2019,7:05,2021
7/27/2019,9:05,2046
7/27/2019,11:05,2021
7/27/2019,13:05,1970
7/27/2019,15:05,1835
7/27/2019,19:05,1970
7/27/2019,21:05,2071
7/27/2019,23:20,1890
7/28/2019,1:05,1917
7/28/2019,3:05,1970
7/28/2019,5:05,2021
7/28/2019,7:05,2021
7/28/2019,9:05,2046
7/28/2019,11:05,2046
7/28/2019,13:05,2046
7/28/2019,15:05,1917
7/28/2019,17:05,1995
7/28/2019,19:05,2021
7/28/2019,23:05,1995
7/29/2019,3:05,2119
7/29/2019,5:05,2071
7/29/2019,7:05,2071
7/29/2019,9:05,2095
7/29/2019,11:05,2095
7/29/2019,13:05,2167
7/29/2019,15:05,2095
7/29/2019,17:05,2046
7/29/2019,19:05,2021
7/29/2019,21:05,2095
7/29/2019,23:05,2143
7/30/2019,1:05,2119
7/30/2019,3:05,2021
7/30/2019,5:05,2119
7/30/2019,7:05,2095
7/30/2019,9:05,2167
7/30/2019,11:05,2119
7/30/2019,13:05,1970
7/30/2019,17:05,2071
7/30/2019,19:05,2021
7/30/2019,21:05,2046
7/31/2019,1:05,2071
7/31/2019,3:05,2119
7/31/2019,5:05,2021
7/31/2019,7:05,2021
7/31/2019,9:05,2071
7/31/2019,11:05,2021
7/31/2019,13:05,2143
7/31/2019,15:05,2095
7/31/2019,17:05,2119
7/31/2019,19:05,2167
7/31/2019,21:05,1970
7/31/2019,23:05,2214
8/1/2019,1:05,2119
8/1/2019,3:05,2046
8/1/2019,5:05,2046
8/1/2019,9:05,2021
8/1/2019,11:05,1995
8/1/2019,13:05,2119
8/1/2019,15:05,2119
8/1/2019,17:05,2119
8/1/2019,19:05,2095
8/1/2019,21:05,2071
8/1/2019,23:05,2046
8/2/2019,1:05,2046
8/2/2019,3:05,2214
8/2/2019,7:05,2046
8/2/2019,9:05,2095
8/2/2019,11:05,2046
8/2/2019,13:05,2143
8/2/2019,15:05,2046
8/2/2019,17:05,2095
8/2/2019,19:15,2046
8/2/2019,21:05,2143
8/2/2019,23:05,2143
8/3/2019,3:05,2119
8/3/2019,5:05,2143
8/3/2019,9:05,2095
8/3/2019,11:05,2119
8/3/2019,13:05,2095
8/3/2019,15:05,2095
8/3/2019,17:00,2071
8/3/2019,19:05,2095
8/3/2019,21:05,2190
8/3/2019,23:05,2143
8/4/2019,1:00,2119
8/4/2019,3:05,2119
8/4/2019,5:05,2143
8/4/2019,7:05,2046
8/4/2019,9:05,2046
8/4/2019,13:05,2095
8/4/2019,15:05,1917
8/4/2019,17:05,2119
8/4/2019,19:05,2119
8/4/2019,21:05,2071
8/4/2019,23:05,2190
8/5/2019,1:05,2046
8/5/2019,3:05,2046
8/5/2019,5:05,2071
8/5/2019,7:05,2046
8/5/2019,9:05,2046
8/5/2019,11:05,2021
8/5/2019,13:05,2095
8/5/2019,15:05,2167
8/5/2019,17:05,1890
8/5/2019,19:05,2046
8/5/2019,21:05,2046
8/5/2019,23:05,2021
8/6/2019,1:05,2021
8/6/2019,3:05,1995
8/6/2019,5:05,2095
8/6/2019,7:05,2095
8/6/2019,9:05,2143
8/6/2019,11:05,2095
8/6/2019,13:05,2119
8/6/2019,15:35,2046
8/6/2019,17:05,1970
8/6/2019,19:05,2021
8/6/2019,21:05,1970
8/6/2019,23:05,1863
8/7/2019,1:05,1970
8/7/2019,3:05,2046
8/7/2019,5:05,2071
8/7/2019,7:05,2021
8/7/2019,9:05,2021
8/7/2019,11:05,2071
8/7/2019,13:05,1995
8/7/2019,15:05,2021
8/7/2019,17:05,2046
8/7/2019,19:05,2021
8/7/2019,21:05,1995
8/7/2019,23:05,2071
8/8/2019,1:05,2021
8/8/2019,3:05,2046
8/8/2019,5:05,2046
8/8/2019,7:05,2095
8/8/2019,9:05,2046
8/8/2019,23:05,2259
8/9/2019,1:05,2259
8/9/2019,3:05,2167
8/9/2019,5:05,2214
8/9/2019,7:05,2095
8/9/2019,9:05,2095
8/9/2019,11:05,2119
8/9/2019,13:05,2143
8/9/2019,15:05,2143
8/9/2019,17:05,2214
8/9/2019,19:05,2282
8/9/2019,21:05,2143
8/9/2019,23:15,2190
8/10/2019,1:05,2119
8/10/2019,3:05,2143
8/10/2019,5:05,2095
8/10/2019,7:05,2143
8/10/2019,9:05,2119
8/10/2019,11:05,2119
8/10/2019,13:05,2095
8/10/2019,15:05,2119
8/10/2019,19:05,2143
8/10/2019,21:05,2167
8/10/2019,23:05,2167
8/11/2019,1:05,2190
8/11/2019,3:05,2259
8/11/2019,9:05,2190
8/11/2019,11:05,1890
8/11/2019,13:05,1863
8/11/2019,15:20,1863
8/11/2019,17:05,1890
8/11/2019,19:05,1835
8/11/2019,21:05,2190
8/11/2019,23:05,2167
8/12/2019,1:05,2095
8/12/2019,3:05,2143
8/12/2019,5:05,2214
8/12/2019,7:05,2095
8/12/2019,9:05,2119
8/12/2019,11:05,2190
8/12/2019,13:05,2190
8/12/2019,21:25,2259
8/12/2019,23:05,2071
8/13/2019,1:05,2095
8/13/2019,3:05,2119
8/13/2019,5:05,2214
8/13/2019,7:05,2190
8/13/2019,9:05,2190
8/13/2019,11:05,2046
8/13/2019,13:05,2119
8/13/2019,15:05,2143
8/13/2019,17:05,2046
8/13/2019,19:05,2143
8/13/2019,21:05,2095
8/13/2019,23:05,2143
8/14/2019,1:05,2119
8/14/2019,3:05,2071
8/14/2019,5:05,2190
8/14/2019,7:05,2143
8/14/2019,9:05,2143
8/14/2019,11:05,2167
8/14/2019,13:05,2119
8/14/2019,15:05,2119
8/14/2019,17:05,2119
8/14/2019,19:05,2071
8/14/2019,21:05,2071
8/14/2019,23:05,2095
8/15/2019,1:05,2071
8/15/2019,3:05,2119
8/15/2019,5:05,2119
8/15/2019,7:05,2259
8/15/2019,9:05,2167
8/15/2019,11:05,2259
8/15/2019,13:05,2119
8/15/2019,15:05,2143
8/15/2019,17:05,2119
8/15/2019,19:05,2021
8/15/2019,21:05,2021
8/15/2019,23:05,2095
8/16/2019,1:05,2095
8/16/2019,3:05,2071
8/16/2019,5:05,2046
8/16/2019,7:05,2046
8/16/2019,9:05,1970
8/16/2019,11:05,1970
8/16/2019,13:05,2143
8/16/2019,15:05,2021
8/16/2019,17:05,2119
8/16/2019,19:05,2021
8/16/2019,21:05,2095
8/16/2019,23:05,2143
8/17/2019,3:05,1995
8/17/2019,5:05,1943
8/17/2019,7:05,1970
8/17/2019,9:05,1970
8/17/2019,13:05,1970
8/17/2019,15:05,2167
8/17/2019,17:05,2021
8/17/2019,19:05,1779
8/17/2019,21:05,1943
8/17/2019,23:05,2021
8/18/2019,1:15,2021
8/18/2019,3:05,2095
8/18/2019,5:05,2071
8/18/2019,7:05,2046
8/18/2019,9:05,2021
8/18/2019,11:05,1890
8/18/2019,13:05,2021
8/18/2019,15:05,2143
8/18/2019,17:05,1995
8/18/2019,19:15,1995
8/18/2019,21:05,1970
8/18/2019,23:05,2071
8/19/2019,1:05,2021
8/19/2019,3:05,2046
8/19/2019,5:05,2095
8/19/2019,7:05,1970
8/19/2019,9:05,1970
8/19/2019,11:05,1995
8/19/2019,13:05,2167
8/19/2019,15:05,2021
8/19/2019,17:05,1917
8/19/2019,19:05,1970
8/19/2019,21:05,1970
8/19/2019,23:05,1917
8/20/2019,1:05,1970
8/20/2019,3:05,2021
8/20/2019,5:05,1863
8/20/2019,7:05,1890
8/20/2019,11:05,1863
8/20/2019,13:05,1890
8/20/2019,15:05,1779
8/20/2019,17:05,1890
8/20/2019,19:05,1943
8/20/2019,21:05,1863
8/20/2019,23:05,1750
8/21/2019,1:05,1863
8/21/2019,5:05,1890
8/21/2019,7:05,1917
8/21/2019,9:05,1863
8/21/2019,11:05,1995
8/21/2019,13:05,1863
8/21/2019,15:05,1807
8/21/2019,19:05,2021
8/21/2019,23:25,1995
9/21/2019,23:05,2071
9/22/2019,3:00,2071
9/23/2019,17:05,2214
9/23/2019,19:05,2214
9/24/2019,17:05,1917
9/24/2019,19:05,2021
9/24/2019,21:05,2237
9/25/2019,1:05,2071
9/25/2019,3:05,2021
9/25/2019,5:05,2095
9/25/2019,7:05,1970
9/25/2019,9:05,2021
9/25/2019,19:05,1917
9/25/2019,21:05,2095
9/25/2019,23:05,2095
9/26/2019,1:05,1970
9/26/2019,3:05,1943
9/26/2019,5:05,1970
9/26/2019,7:05,1995
9/26/2019,9:05,1995
9/26/2019,11:05,2021
9/26/2019,13:10,1970
9/26/2019,15:05,1943
9/27/2019,5:05,1943
9/27/2019,9:05,1943
9/27/2019,15:20,2046
9/27/2019,17:05,1995
9/27/2019,19:05,1970
9/27/2019,21:05,1943
9/27/2019,23:05,2071
9/28/2019,1:05,1917
9/28/2019,3:05,2021
9/28/2019,5:05,2021
9/28/2019,9:05,1995
9/28/2019,11:05,1943
9/28/2019,13:05,2095
9/28/2019,15:05,2071
9/28/2019,17:05,2021
9/28/2019,19:05,1970
9/28/2019,21:05,2095
9/28/2019,23:05,2119
9/29/2019,1:15,2167
9/29/2019,3:05,2021
9/29/2019,5:05,2095
9/29/2019,7:05,2021
9/29/2019,9:05,2143
9/29/2019,11:05,2095
9/29/2019,13:05,2095
9/29/2019,15:05,1750
9/29/2019,17:05,1917
9/29/2019,18:50,1943
10/2/2019,13:05,2071
10/2/2019,15:05,2071
10/2/2019,17:05,2021
10/2/2019,17:50,2071
10/2/2019,19:05,2071
10/2/2019,21:05,1943
10/2/2019,23:05,2046
10/3/2019,1:05,1995
10/3/2019,11:05,2119
10/3/2019,15:05,1995
10/3/2019,19:00,2095
10/3/2019,21:15,2167
10/4/2019,1:35,2119
10/4/2019,5:20,2095
10/4/2019,13:20,2071
10/4/2019,17:05,2021
10/4/2019,21:05,2119
10/4/2019,23:05,2046
10/5/2019,3:05,2095
10/5/2019,5:05,2071
10/5/2019,7:05,2071
10/5/2019,11:05,2071
10/5/2019,13:10,2071
10/5/2019,19:05,2167
10/5/2019,21:05,2071
10/6/2019,3:05,2143
10/6/2019,7:05,2259
10/6/2019,15:05,2259
10/6/2019,17:05,1995
10/6/2019,19:05,1995
10/6/2019,23:05,2071
10/7/2019,1:05,2021
10/7/2019,3:05,2046
10/7/2019,5:05,2021
10/7/2019,7:20,2021
10/7/2019,9:05,2095
10/7/2019,11:05,2119
10/7/2019,13:05,2071
10/7/2019,15:05,2046
10/7/2019,17:05,2046
10/7/2019,19:05,2021
10/8/2019,1:05,1943
10/9/2019,1:05,1995
10/9/2019,5:05,2119
10/9/2019,7:05,2190
10/9/2019,9:05,2119
10/9/2019,13:15,2095
10/9/2019,15:05,2167
10/9/2019,17:05,2167
10/9/2019,19:05,2167
10/9/2019,21:05,2167
10/9/2019,23:05,2119
10/10/2019,1:05,2071
10/10/2019,3:05,2167
10/10/2019,5:05,2167
10/10/2019,7:05,2190
10/10/2019,9:05,2214
10/10/2019,11:05,2259
10/10/2019,13:05,1943
10/10/2019,15:05,2237
10/10/2019,17:05,2190
10/10/2019,19:05,2190
10/10/2019,21:05,2167
10/10/2019,23:05,2071
10/11/2019,1:05,2214
10/11/2019,3:05,2046
10/11/2019,5:05,1995
10/11/2019,7:15,2021
10/11/2019,9:05,2046
10/11/2019,11:05,2046
10/11/2019,13:05,2095
10/11/2019,17:05,2190
10/11/2019,19:05,2143
10/11/2019,23:05,2071
10/12/2019,1:05,1970
10/12/2019,5:05,1943
10/12/2019,7:05,1995
10/12/2019,9:05,2071
10/12/2019,11:05,2095
10/12/2019,13:05,2071
10/12/2019,15:05,2071
10/12/2019,17:05,2095
10/12/2019,19:05,2095
10/12/2019,21:15,2119
10/12/2019,23:05,2095
10/13/2019,1:05,2071
10/13/2019,3:05,2167
10/13/2019,5:05,2095
10/13/2019,7:05,2143
10/13/2019,9:05,2095
10/13/2019,13:05,1890
10/13/2019,15:05,1917
10/13/2019,17:05,1970
10/13/2019,19:05,1995
10/13/2019,21:05,2046
10/13/2019,23:05,2021
10/14/2019,1:05,1943
10/14/2019,3:05,2071
10/14/2019,5:05,2071
10/14/2019,7:10,1970
10/14/2019,9:05,1995
10/14/2019,11:05,1890
10/14/2019,13:05,2143
10/14/2019,15:05,2167
10/14/2019,17:05,2143
10/14/2019,19:05,2021
10/14/2019,21:05,2071
10/14/2019,23:05,2021
10/15/2019,3:05,2021
10/16/2019,9:05,2119
10/16/2019,11:05,2214
10/16/2019,13:05,2214
10/16/2019,17:20,1995
10/16/2019,19:05,2370
10/16/2019,23:05,2119
10/17/2019,3:05,2095
10/17/2019,5:05,2304
10/17/2019,7:05,2326
10/17/2019,9:00,2282
10/17/2019,11:00,2119
10/17/2019,13:05,2190
10/17/2019,15:05,2190
10/17/2019,17:05,2167
10/17/2019,23:05,2214
10/18/2019,1:05,1995
10/18/2019,23:15,1995
10/19/2019,1:05,2021
10/19/2019,3:05,1995
10/19/2019,5:05,2190
10/19/2019,7:05,2190
10/19/2019,9:15,2143
10/19/2019,13:05,1917
10/19/2019,15:05,2046
10/19/2019,19:00,2071
10/19/2019,21:05,2143
10/19/2019,23:05,2021
10/20/2019,3:05,2021
10/20/2019,5:05,2190
10/20/2019,9:25,2095
10/20/2019,13:05,2190
10/20/2019,15:05,2095
10/20/2019,17:05,1970
10/20/2019,19:15,2021
10/20/2019,21:05,2071
10/20/2019,23:05,2071
10/21/2019,1:05,2119
10/21/2019,3:05,2190
10/21/2019,5:05,1943
10/21/2019,7:05,1995
10/21/2019,9:05,2071
10/21/2019,11:05,1917
10/21/2019,21:05,2119
10/21/2019,23:05,1917
10/22/2019,1:05,1943
10/22/2019,3:05,2095
10/22/2019,5:05,1835
10/22/2019,7:05,1890
10/22/2019,9:05,2046
10/22/2019,17:05,2046
10/22/2019,19:05,2046
10/22/2019,21:05,2119
10/22/2019,23:05,1917
10/23/2019,1:05,1995
10/23/2019,5:05,2119
10/23/2019,7:05,1970
10/23/2019,9:05,2143
10/23/2019,11:05,1943
10/23/2019,13:05,1970
10/23/2019,15:05,1970
10/23/2019,17:05,1890
10/23/2019,21:05,1943
10/23/2019,23:05,1890
10/24/2019,1:05,1943
10/24/2019,3:05,1890
10/24/2019,7:05,2071
10/24/2019,9:05,2119
10/24/2019,11:05,1890
10/24/2019,13:05,1995
10/24/2019,15:05,1995
10/24/2019,17:05,1970
10/24/2019,19:05,1943
10/24/2019,21:05,2119
10/24/2019,23:05,1995
10/25/2019,1:05,1970
10/25/2019,3:05,1970
10/25/2019,5:05,2046
10/25/2019,7:05,2071
10/25/2019,9:05,2071
10/25/2019,13:05,2046
10/25/2019,15:05,2021
10/25/2019,17:05,2021
10/25/2019,19:05,1943
10/25/2019,21:05,1970
10/25/2019,23:05,1943
10/26/2019,1:05,1995
10/26/2019,3:05,1890
10/26/2019,7:05,2095
10/26/2019,9:05,2095
10/26/2019,11:05,1995
10/26/2019,13:10,1807
10/26/2019,15:05,2021
10/26/2019,17:05,1995
10/26/2019,23:05,1890
10/27/2019,1:05,1890
10/27/2019,5:05,1890
10/27/2019,7:05,1943
10/27/2019,9:20,1890
10/27/2019,11:05,1807
10/27/2019,13:05,1970
10/27/2019,15:05,1970
10/27/2019,19:05,1917
10/27/2019,21:05,2095
10/27/2019,23:05,1970
10/28/2019,1:05,1970
10/28/2019,3:15,1917
10/28/2019,5:05,1890
10/28/2019,9:05,1807
10/28/2019,11:05,1863
10/28/2019,13:05,1943
10/28/2019,15:05,1890
10/28/2019,17:05,1943
10/28/2019,19:05,2119
10/28/2019,21:05,1970
10/28/2019,23:05,1750
10/29/2019,1:25,1970
10/29/2019,3:05,1970
10/29/2019,5:05,1943
10/29/2019,7:05,1995
10/29/2019,9:15,2046
10/29/2019,11:05,2021
10/29/2019,13:05,2021
10/29/2019,15:05,1970
10/29/2019,17:05,2021
10/29/2019,19:05,1995
10/29/2019,20:50,1863
10/29/2019,23:05,2046
10/30/2019,1:05,2021
10/30/2019,3:05,1995
10/30/2019,5:10,2021
10/30/2019,7:05,2021
10/30/2019,9:05,1995
10/30/2019,11:05,2046
10/30/2019,15:05,1835
10/30/2019,17:05,2071
10/30/2019,19:05,1890
10/30/2019,21:05,2021
10/30/2019,23:05,1995
10/31/2019,1:00,1995
10/31/2019,3:05,2046
10/31/2019,5:05,1995
10/31/2019,7:05,1995
10/31/2019,9:05,2021
10/31/2019,11:05,1995
10/31/2019,13:05,2021
10/31/2019,15:05,1943
10/31/2019,17:05,1970
10/31/2019,19:05,1970
10/31/2019,23:05,2021
11/1/2019,1:15,2046
11/1/2019,3:05,2021
11/1/2019,5:05,2095
11/1/2019,7:15,1835
11/1/2019,9:05,1779
11/1/2019,11:05,1721
11/1/2019,13:05,1835
11/1/2019,17:05,1835
11/1/2019,19:05,1835
11/1/2019,23:05,1835
11/2/2019,1:05,1835
11/2/2019,3:05,1807
11/2/2019,5:05,1779
11/2/2019,7:05,1835
11/2/2019,11:05,1750
11/2/2019,13:05,1970
11/2/2019,15:05,1943
11/2/2019,17:05,1995
11/2/2019,19:05,1917
11/2/2019,21:05,1943
11/2/2019,23:05,1890
11/3/2019,1:05,1943
11/3/2019,3:05,1890
11/3/2019,5:10,1890
11/3/2019,7:05,1917
11/3/2019,9:05,1917
11/3/2019,13:05,1995
11/3/2019,15:05,1995
11/3/2019,17:05,1943
11/3/2019,19:05,2021
11/3/2019,21:05,1890
11/4/2019,1:05,1970
11/4/2019,3:05,1779
11/4/2019,5:05,1835
11/4/2019,7:20,1917
11/4/2019,9:05,1863
11/4/2019,11:05,1943
11/4/2019,13:05,1863
11/4/2019,15:05,1863
11/4/2019,17:15,1970
11/4/2019,19:05,2071
11/4/2019,23:05,1863
11/5/2019,1:05,1917
11/5/2019,3:05,1995
11/5/2019,5:05,1835
11/5/2019,7:15,1970
11/5/2019,9:05,1917
11/5/2019,11:05,1835
11/5/2019,13:05,2119
11/5/2019,15:05,1863
11/5/2019,17:05,1917
11/5/2019,19:05,1890
11/5/2019,21:05,1917
11/5/2019,23:05,1890
11/6/2019,1:15,1917
11/6/2019,5:05,1890
11/6/2019,7:05,1917
11/6/2019,11:05,1890
11/6/2019,13:05,1890
11/6/2019,15:05,1863
11/6/2019,17:05,1835
11/6/2019,19:05,1890
11/6/2019,21:05,1835
11/6/2019,23:05,1890
11/7/2019,1:05,1943
11/7/2019,3:05,1917
11/7/2019,5:05,1835
11/7/2019,9:05,1835
11/7/2019,11:05,1890
11/7/2019,15:05,1835
11/7/2019,17:05,1863
11/7/2019,19:05,1890
11/7/2019,21:05,1943
11/8/2019,1:05,1863
11/8/2019,3:20,1917
11/8/2019,7:05,1970
11/8/2019,9:05,1943
11/8/2019,11:05,1995
11/8/2019,13:05,1917
11/8/2019,15:05,1917
11/8/2019,17:05,1917
11/8/2019,19:05,1917
11/8/2019,21:05,1995
11/8/2019,23:05,1943
11/9/2019,1:05,1917
11/9/2019,3:05,1943
11/9/2019,5:05,1890
11/9/2019,7:05,1890
11/9/2019,9:05,1943
11/9/2019,11:05,1917
11/9/2019,13:05,1890
