Date,Time,Blaine_After_HPGR
8/15/2020,7:05,1999
8/15/2020,9:05,1891
8/15/2020,11:05,2012
8/15/2020,13:05,1761
8/15/2020,15:20,1834
8/15/2020,17:05,1918
8/15/2020,21:05,1848
8/15/2020,23:05,1877
8/16/2020,1:20,1791
8/16/2020,3:05,1877
8/16/2020,5:05,1932
8/16/2020,7:05,1959
8/16/2020,9:05,1877
8/16/2020,11:05,1863
8/16/2020,13:05,1891
8/16/2020,15:05,1863
8/16/2020,17:05,1972
8/16/2020,19:05,1877
8/16/2020,21:05,1834
8/17/2020,1:05,1863
8/17/2020,3:05,1918
8/17/2020,5:05,1932
8/17/2020,7:05,1863
8/17/2020,9:05,1891
8/17/2020,13:05,1918
8/17/2020,15:05,1959
8/17/2020,17:05,1877
8/17/2020,19:05,1863
8/17/2020,21:05,1805
8/17/2020,23:05,1848
8/18/2020,1:05,1877
8/18/2020,3:05,1863
8/18/2020,5:05,1877
8/18/2020,9:05,1848
8/18/2020,13:05,1891
8/18/2020,17:05,1918
8/18/2020,19:05,1918
8/18/2020,21:05,1848
8/18/2020,23:05,1905
8/19/2020,1:05,1918
8/19/2020,5:05,1877
8/19/2020,7:05,1918
8/19/2020,9:05,2038
8/19/2020,13:05,1986
8/19/2020,15:05,1932
8/19/2020,17:05,1891
8/19/2020,19:05,1986
8/19/2020,21:05,1863
8/19/2020,23:05,1932
8/20/2020,1:05,1986
8/20/2020,3:05,1986
8/20/2020,5:05,1918
8/20/2020,7:05,1932
8/20/2020,9:05,1972
8/20/2020,11:05,1891
8/20/2020,13:05,1932
8/20/2020,15:05,1905
8/20/2020,17:05,1863
8/20/2020,19:15,1905
8/20/2020,21:05,2063
8/21/2020,1:05,1932
8/21/2020,3:05,2012
8/21/2020,5:05,1805
8/21/2020,9:05,1918
8/21/2020,11:05,1891
8/21/2020,13:05,1945
8/21/2020,15:05,1891
8/21/2020,17:05,1891
8/21/2020,19:05,1891
8/21/2020,21:05,1999
8/21/2020,23:05,1891
8/22/2020,1:05,1918
8/22/2020,3:05,1918
8/22/2020,5:05,1959
8/22/2020,7:15,2063
8/22/2020,9:05,1932
8/22/2020,11:05,2025
8/22/2020,13:05,1959
8/22/2020,15:05,1918
8/22/2020,17:05,2012
8/22/2020,21:05,1918
8/22/2020,23:05,1918
8/23/2020,5:05,2063
8/23/2020,7:05,2076
8/23/2020,15:05,1918
8/23/2020,17:05,2025
8/23/2020,19:15,1791
8/23/2020,21:05,1972
8/23/2020,23:05,1918
8/24/2020,1:05,1945
8/24/2020,5:05,2114
8/24/2020,7:05,1972
8/24/2020,9:15,2063
8/24/2020,11:05,2151
8/24/2020,13:05,1999
8/24/2020,15:05,2063
8/24/2020,17:05,2025
8/24/2020,19:05,1918
8/24/2020,21:05,1959
8/24/2020,23:05,1986
8/25/2020,1:05,1918
8/25/2020,3:05,1999
8/25/2020,5:05,2012
8/25/2020,7:05,1999
8/25/2020,9:05,1986
8/25/2020,11:05,2063
8/25/2020,13:05,2012
8/25/2020,17:05,1891
8/25/2020,19:05,2012
8/25/2020,21:05,1986
8/25/2020,23:05,1820
8/26/2020,1:05,1932
8/26/2020,3:05,1972
8/26/2020,5:05,1932
8/26/2020,7:05,1945
8/26/2020,9:05,1932
8/26/2020,11:05,2038
8/26/2020,13:05,1959
8/26/2020,15:05,2063
8/26/2020,17:05,2051
8/26/2020,19:05,1999
8/26/2020,21:05,2101
8/26/2020,23:05,1834
8/27/2020,1:05,1972
8/27/2020,3:05,1959
8/27/2020,5:05,1891
8/27/2020,7:05,2025
8/27/2020,9:05,1905
8/27/2020,11:05,1972
8/27/2020,13:05,1972
8/27/2020,15:05,1999
8/27/2020,17:05,2012
8/27/2020,19:05,2089
8/27/2020,21:05,1959
8/27/2020,23:05,1959
8/28/2020,1:05,1820
8/28/2020,3:05,2025
8/28/2020,7:05,1863
8/28/2020,9:05,2051
8/28/2020,11:05,1891
8/28/2020,13:05,1932
8/28/2020,15:05,1834
8/28/2020,17:05,1863
8/28/2020,19:05,1776
8/28/2020,21:05,2051
8/28/2020,23:05,1945
8/29/2020,1:05,2051
8/29/2020,3:05,2025
8/29/2020,5:05,1863
8/29/2020,7:05,1891
8/29/2020,9:05,1932
8/29/2020,11:05,1685
8/29/2020,13:05,1972
8/29/2020,15:05,1945
8/29/2020,17:05,2025
8/29/2020,19:05,1834
8/29/2020,21:05,2051
8/29/2020,23:05,2063
8/30/2020,1:05,1972
8/30/2020,3:05,2025
8/30/2020,5:05,1945
8/30/2020,7:05,1972
8/30/2020,9:05,1972
8/30/2020,13:05,1918
8/30/2020,15:05,1848
8/30/2020,17:05,1945
8/30/2020,19:05,1891
8/30/2020,21:05,1945
8/30/2020,23:05,1945
8/31/2020,1:05,1999
8/31/2020,3:05,1891
8/31/2020,5:05,2012
8/31/2020,7:05,2089
8/31/2020,13:05,2126
8/31/2020,15:05,1848
8/31/2020,17:05,2051
8/31/2020,19:05,1959
8/31/2020,21:05,1932
8/31/2020,23:05,1945
9/1/2020,1:05,1918
9/1/2020,3:05,1905
9/1/2020,5:05,1999
9/1/2020,7:05,1945
9/1/2020,9:05,1986
9/1/2020,13:05,1918
9/1/2020,15:05,1999
9/1/2020,17:05,1918
9/1/2020,19:05,1972
9/1/2020,21:05,1877
9/1/2020,23:05,1863
9/2/2020,1:05,1932
9/2/2020,3:05,1863
9/2/2020,5:05,1972
9/2/2020,7:05,2175
9/2/2020,9:05,1945
9/2/2020,11:05,1848
9/2/2020,13:05,1905
9/2/2020,15:05,2101
9/2/2020,17:05,2038
9/2/2020,19:05,2038
9/2/2020,21:05,1891
9/2/2020,23:05,1905
9/3/2020,1:05,1918
9/3/2020,3:05,1945
9/3/2020,5:05,1918
9/3/2020,7:05,1945
9/3/2020,9:05,1891
9/3/2020,11:05,1834
9/3/2020,13:05,1972
9/3/2020,15:05,1945
9/3/2020,17:05,1877
9/3/2020,19:05,1959
9/3/2020,21:05,1891
9/3/2020,23:05,1986
9/4/2020,1:05,2012
9/4/2020,3:05,1905
9/4/2020,5:05,1891
9/4/2020,7:15,1877
9/4/2020,9:05,1848
9/4/2020,11:05,1945
9/4/2020,13:05,1932
9/4/2020,15:05,1945
9/4/2020,17:05,1945
9/4/2020,19:05,1986
9/4/2020,21:05,1932
9/4/2020,23:05,1945
9/5/2020,1:05,1863
9/5/2020,3:05,1863
9/5/2020,5:05,1932
9/5/2020,7:05,1877
9/5/2020,9:05,1905
9/5/2020,11:05,1918
9/5/2020,13:05,2012
9/5/2020,15:05,2012
9/5/2020,17:05,1972
9/5/2020,19:05,1805
9/5/2020,21:05,1959
9/5/2020,23:05,1945
9/6/2020,1:05,1999
9/6/2020,3:05,1972
9/6/2020,5:05,1891
9/6/2020,7:05,1863
9/6/2020,9:05,1877
9/6/2020,11:05,1918
9/6/2020,13:15,2051
9/6/2020,15:05,1918
9/6/2020,17:05,1905
9/6/2020,19:05,1918
9/6/2020,21:05,2211
9/6/2020,23:05,1945
9/7/2020,1:05,1959
9/7/2020,3:05,1918
9/7/2020,5:05,1999
9/7/2020,7:05,1918
9/7/2020,9:05,2012
9/7/2020,11:05,2063
9/7/2020,13:05,2038
9/7/2020,15:05,1986
9/7/2020,17:05,1932
9/7/2020,19:05,2163
9/7/2020,21:05,1972
9/7/2020,23:05,2089
9/8/2020,1:05,2025
9/8/2020,3:05,1918
9/8/2020,5:05,1986
9/8/2020,7:05,2089
9/8/2020,9:05,2223
9/8/2020,13:05,1905
9/8/2020,15:05,1918
9/8/2020,19:05,2089
9/8/2020,21:05,1918
9/8/2020,23:05,2101
9/9/2020,1:05,1999
9/9/2020,5:05,1986
9/9/2020,7:05,2139
9/9/2020,11:05,2089
9/9/2020,13:15,1959
9/9/2020,15:05,1959
9/9/2020,19:05,2175
9/9/2020,21:05,2038
9/9/2020,23:05,1986
9/10/2020,1:05,1945
9/10/2020,3:05,1999
9/10/2020,5:05,1999
9/10/2020,7:05,1877
9/10/2020,9:00,2025
9/10/2020,11:05,1945
9/10/2020,13:05,2101
9/10/2020,15:05,2051
9/10/2020,17:05,1972
9/10/2020,19:05,1986
9/10/2020,21:05,1972
9/10/2020,23:05,2089
9/11/2020,1:05,1959
9/11/2020,5:05,2012
9/11/2020,7:05,2025
9/11/2020,9:05,1972
9/11/2020,11:05,2038
9/11/2020,13:05,2025
9/11/2020,15:05,2076
9/11/2020,19:05,1986
9/11/2020,21:05,2063
9/11/2020,23:05,2025
9/12/2020,1:05,2101
9/12/2020,5:05,1918
9/12/2020,21:05,1918
9/12/2020,23:05,1905
9/13/2020,1:05,2063
9/13/2020,3:05,2025
9/14/2020,3:05,2076
9/14/2020,11:15,2063
9/14/2020,13:05,1918
9/14/2020,17:05,1999
9/14/2020,19:05,2012
9/14/2020,21:05,2063
9/14/2020,23:05,1932
9/15/2020,1:05,1999
9/15/2020,3:05,2076
9/15/2020,5:05,1945
9/15/2020,7:05,1959
9/15/2020,9:05,1959
9/15/2020,11:05,2038
9/15/2020,13:05,2076
9/15/2020,15:15,1834
9/15/2020,17:15,1986
9/15/2020,19:05,1972
9/15/2020,21:05,1945
9/15/2020,23:05,1932
9/16/2020,3:05,2101
9/16/2020,5:05,1918
9/16/2020,7:05,1959
9/16/2020,9:05,2038
9/16/2020,11:05,1905
9/16/2020,13:05,1999
9/16/2020,15:05,1986
9/16/2020,21:05,1959
9/16/2020,23:15,1959
9/17/2020,1:05,1945
9/17/2020,3:05,2223
9/17/2020,5:05,2151
9/17/2020,7:05,2304
9/17/2020,9:05,2246
9/17/2020,11:05,2684
9/17/2020,13:05,1877
9/17/2020,15:05,1999
9/17/2020,17:05,1918
9/17/2020,19:05,1986
9/17/2020,23:05,1848
9/18/2020,1:05,1945
9/18/2020,5:05,1945
9/18/2020,7:05,1918
9/18/2020,9:05,1986
9/18/2020,11:05,1945
9/18/2020,13:05,1959
9/18/2020,15:05,2025
9/18/2020,17:05,1945
9/18/2020,19:05,1918
9/18/2020,21:05,1959
9/19/2020,1:05,1877
9/19/2020,3:05,1877
9/19/2020,5:05,2012
9/19/2020,7:05,1945
9/19/2020,9:05,1932
9/19/2020,11:05,1863
9/19/2020,13:05,2051
9/19/2020,15:05,1918
9/19/2020,17:05,2076
9/19/2020,19:05,1905
9/19/2020,21:05,1986
9/19/2020,23:05,2038
9/20/2020,1:05,2126
9/20/2020,3:05,2076
9/20/2020,5:05,1848
9/20/2020,7:05,2012
9/20/2020,9:05,1932
9/20/2020,11:05,1945
9/20/2020,15:05,1999
9/20/2020,17:05,1986
9/20/2020,19:15,2063
9/20/2020,21:05,1945
9/20/2020,23:05,1891
9/21/2020,1:05,1986
9/21/2020,3:05,1891
9/21/2020,5:05,2012
9/21/2020,7:05,2025
9/21/2020,15:05,1848
9/21/2020,17:05,1918
9/21/2020,19:05,1905
9/21/2020,21:05,2025
9/21/2020,23:05,1972
9/22/2020,1:05,2175
9/22/2020,3:05,1945
9/22/2020,23:05,1905
9/23/2020,7:05,1986
9/23/2020,9:05,1972
9/23/2020,11:05,1776
9/23/2020,13:05,2139
9/23/2020,15:05,2076
9/23/2020,17:05,2038
9/23/2020,21:05,1959
9/23/2020,23:05,1905
9/24/2020,1:08,1776
9/24/2020,3:05,2038
9/24/2020,5:05,1945
9/24/2020,7:05,1891
9/24/2020,9:05,1932
9/24/2020,11:05,1986
9/24/2020,13:05,2211
9/24/2020,15:05,1972
9/24/2020,17:05,1986
9/24/2020,19:05,1986
9/24/2020,23:05,2012
9/25/2020,1:05,2012
9/25/2020,3:05,1932
9/25/2020,5:05,2012
9/25/2020,11:05,2038
9/25/2020,13:05,2025
9/25/2020,15:05,2051
9/25/2020,17:05,2025
9/25/2020,19:05,1999
9/25/2020,21:05,1999
9/25/2020,23:05,1932
9/26/2020,1:05,1972
9/26/2020,3:05,2076
9/26/2020,5:05,1972
9/26/2020,7:05,2076
9/26/2020,9:05,2076
9/26/2020,11:05,1999
9/26/2020,13:05,2114
9/26/2020,17:05,2051
9/26/2020,19:05,2076
9/26/2020,21:05,2114
9/26/2020,23:05,2175
9/27/2020,1:15,2076
9/27/2020,3:15,2051
9/27/2020,5:05,2038
9/27/2020,7:05,2051
9/27/2020,11:05,2076
9/27/2020,13:05,2076
9/27/2020,15:05,2063
9/27/2020,17:05,2223
9/27/2020,19:15,2101
9/27/2020,21:05,2139
9/27/2020,23:05,2114
9/28/2020,1:05,2151
9/28/2020,3:05,2012
9/28/2020,5:05,1999
9/28/2020,9:05,1891
9/28/2020,13:05,2038
9/28/2020,15:05,2012
9/28/2020,17:05,2139
9/28/2020,19:05,2151
9/28/2020,21:05,2012
9/28/2020,23:05,2012
9/29/2020,1:05,2012
9/29/2020,3:05,2051
9/29/2020,5:05,2012
9/29/2020,7:05,2063
9/29/2020,9:05,1945
9/29/2020,11:05,2038
9/29/2020,13:05,2114
9/29/2020,15:05,2012
9/29/2020,17:05,2063
9/29/2020,19:05,1945
9/29/2020,21:10,2051
9/29/2020,23:05,2076
9/30/2020,1:05,1986
9/30/2020,3:05,2076
9/30/2020,7:15,1932
9/30/2020,9:05,1999
9/30/2020,13:05,1999
9/30/2020,15:05,1932
9/30/2020,17:05,1863
9/30/2020,19:05,1959
9/30/2020,21:05,2051
9/30/2020,23:05,1891
10/1/2020,1:05,1986
10/1/2020,3:05,1972
10/1/2020,5:05,2076
10/1/2020,7:05,1972
10/1/2020,9:05,1945
10/1/2020,11:05,2076
10/1/2020,13:05,2101
10/1/2020,15:05,1972
10/1/2020,17:05,2038
10/1/2020,19:05,1877
10/1/2020,21:05,2051
10/1/2020,23:05,1905
10/2/2020,1:15,2012
10/2/2020,3:05,1972
10/2/2020,5:05,2101
10/2/2020,7:05,2051
10/2/2020,9:05,2038
10/2/2020,11:05,1986
10/2/2020,13:05,2151
10/2/2020,15:05,2139
10/2/2020,17:05,1945
10/2/2020,19:05,1999
10/2/2020,21:05,2089
10/2/2020,23:05,1905
10/3/2020,3:05,1959
10/3/2020,5:05,2051
10/3/2020,7:05,2012
10/3/2020,9:05,2038
10/3/2020,11:05,2063
10/3/2020,13:05,2114
10/3/2020,15:05,2101
10/3/2020,17:05,2076
10/3/2020,19:05,2012
10/3/2020,21:05,2101
10/3/2020,23:05,1731
10/4/2020,1:05,2126
10/4/2020,5:05,2025
10/4/2020,7:05,1891
10/4/2020,9:05,1959
10/4/2020,11:05,1959
10/4/2020,13:05,1999
10/4/2020,15:05,1959
10/4/2020,17:05,2076
10/4/2020,19:05,2038
10/4/2020,21:05,2038
10/4/2020,23:05,2051
10/5/2020,1:05,2211
10/5/2020,3:05,2114
10/5/2020,5:05,2175
10/5/2020,7:05,2089
10/5/2020,9:05,1891
10/5/2020,15:05,2063
10/5/2020,17:05,1999
10/5/2020,19:05,1877
10/5/2020,21:05,1945
10/5/2020,23:05,2076
10/6/2020,1:05,1959
10/6/2020,3:05,1932
10/6/2020,5:05,1999
10/6/2020,7:05,1877
10/6/2020,9:05,1959
10/6/2020,11:05,1905
10/6/2020,13:05,1972
10/6/2020,15:05,2076
10/6/2020,17:05,1986
10/6/2020,19:05,2051
10/6/2020,21:05,1986
10/6/2020,23:05,2076
10/7/2020,1:05,2025
10/7/2020,3:05,1932
10/7/2020,5:05,2063
10/7/2020,7:05,1918
10/7/2020,9:05,1972
10/7/2020,19:05,1945
10/7/2020,21:05,1986
10/7/2020,23:05,1972
10/8/2020,1:05,2076
10/8/2020,3:05,1918
10/8/2020,5:05,2063
10/8/2020,7:05,1945
10/8/2020,9:05,1999
10/8/2020,11:05,2270
10/8/2020,15:05,2025
10/8/2020,17:05,2051
10/8/2020,19:05,2076
10/8/2020,21:05,1986
10/8/2020,23:05,1932
10/9/2020,1:05,2012
10/9/2020,3:05,1891
10/9/2020,5:05,2012
10/9/2020,7:05,1959
10/9/2020,9:05,1945
10/9/2020,11:05,1959
10/9/2020,13:05,1999
10/9/2020,17:05,1932
10/9/2020,19:05,1932
10/9/2020,21:05,2012
10/9/2020,23:05,1932
10/10/2020,1:05,1905
10/10/2020,3:05,1986
10/10/2020,5:05,2101
10/10/2020,7:05,1972
10/10/2020,9:05,2076
10/10/2020,11:05,2139
10/10/2020,13:05,2025
10/10/2020,15:05,1959
10/10/2020,17:05,1945
10/10/2020,19:05,2051
10/10/2020,21:05,2051
10/10/2020,23:05,1972
10/11/2020,1:05,2038
10/11/2020,3:05,1805
10/11/2020,5:05,2139
10/11/2020,7:05,2038
10/11/2020,11:05,2101
10/11/2020,13:05,2151
10/11/2020,15:05,1972
10/11/2020,17:05,1986
10/11/2020,19:05,2089
10/11/2020,21:05,2063
10/11/2020,23:05,1932
10/12/2020,3:05,2051
10/12/2020,5:05,2101
10/12/2020,7:05,1999
10/12/2020,9:05,2063
10/12/2020,11:05,2025
10/12/2020,13:05,2012
10/12/2020,15:05,1945
10/12/2020,17:05,1863
10/12/2020,21:05,2038
10/12/2020,23:05,2114
10/13/2020,21:15,2012
10/13/2020,23:05,1945
10/14/2020,1:05,2151
10/14/2020,3:05,1972
10/14/2020,5:05,1999
10/14/2020,7:05,2012
10/14/2020,9:05,1731
10/14/2020,13:05,2211
10/14/2020,15:05,2459
10/14/2020,17:05,1999
10/14/2020,19:05,1918
10/14/2020,21:05,1959
10/14/2020,23:05,1918
10/15/2020,1:05,2139
10/15/2020,3:05,2038
10/15/2020,5:05,1986
10/15/2020,7:05,1972
10/15/2020,9:05,1905
10/15/2020,11:05,1959
10/15/2020,13:05,2063
10/15/2020,15:05,2038
10/15/2020,17:05,1891
10/15/2020,19:15,1986
10/15/2020,21:05,2038
10/15/2020,23:05,1972
10/16/2020,1:05,2063
10/16/2020,3:10,2038
10/16/2020,5:05,2101
10/16/2020,9:05,2012
10/16/2020,11:05,2012
10/16/2020,13:15,2126
10/16/2020,17:05,2012
10/16/2020,19:05,1999
10/16/2020,21:05,2089
10/16/2020,23:05,2038
10/17/2020,1:05,2012
10/17/2020,3:05,1999
10/17/2020,5:05,2338
10/17/2020,7:05,1891
10/17/2020,9:05,1848
10/17/2020,11:05,2012
10/17/2020,23:05,1999
10/18/2020,9:05,2235
10/18/2020,11:15,2139
10/18/2020,13:05,2827
10/18/2020,15:05,2114
10/18/2020,17:05,1986
10/18/2020,19:05,2025
10/18/2020,21:05,1959
10/18/2020,23:05,1959
10/19/2020,1:05,1918
10/19/2020,3:05,1834
10/19/2020,5:05,1945
10/19/2020,7:05,1972
10/19/2020,9:05,2063
10/19/2020,13:05,2076
10/19/2020,15:05,1986
10/19/2020,17:05,2038
10/19/2020,19:05,2038
10/19/2020,21:05,2012
10/19/2020,23:05,1805
10/20/2020,1:05,1945
10/20/2020,3:05,2025
10/20/2020,5:05,2163
10/20/2020,7:05,2101
10/20/2020,9:05,1999
10/20/2020,13:05,1972
10/20/2020,15:05,2139
10/20/2020,17:05,2025
10/20/2020,19:05,1905
10/20/2020,21:05,2076
10/24/2020,19:05,1848
10/24/2020,21:05,1877
10/24/2020,23:05,1905
10/25/2020,15:05,1905
10/25/2020,21:05,1877
10/25/2020,23:05,1834
10/26/2020,3:05,1999
10/26/2020,5:05,1918
10/26/2020,9:05,1932
10/26/2020,11:05,1905
10/26/2020,13:05,1905
10/26/2020,21:05,1986
10/26/2020,23:05,1877
10/27/2020,1:05,1905
10/27/2020,3:05,1863
10/27/2020,5:05,1863
10/27/2020,7:05,1918
10/27/2020,9:05,1805
10/27/2020,11:05,1986
10/27/2020,13:05,1918
10/27/2020,15:30,1959
10/27/2020,17:05,1905
10/27/2020,19:05,2076
10/27/2020,23:05,2012
10/28/2020,3:05,2175
10/28/2020,5:05,2076
10/28/2020,7:05,2038
10/28/2020,9:15,1959
10/28/2020,11:05,1972
10/28/2020,13:05,1891
10/28/2020,14:00,2114
10/28/2020,17:05,2012
10/28/2020,21:05,1863
10/28/2020,23:05,1972
10/29/2020,1:05,1918
10/29/2020,5:05,1945
10/29/2020,7:05,1999
10/29/2020,9:05,1820
10/29/2020,11:05,1959
10/29/2020,13:05,2089
10/29/2020,15:05,1891
10/29/2020,17:05,1945
10/29/2020,21:05,2101
10/30/2020,1:05,1891
10/30/2020,3:05,1945
10/30/2020,5:05,2038
10/30/2020,7:15,1959
10/30/2020,9:05,1848
10/30/2020,11:05,1932
10/30/2020,13:05,2076
10/30/2020,17:05,2101
10/30/2020,19:05,2038
10/30/2020,21:05,1945
10/30/2020,23:05,1932
10/31/2020,1:05,1820
10/31/2020,3:05,1863
10/31/2020,5:05,1905
10/31/2020,7:05,1848
10/31/2020,9:05,1834
10/31/2020,11:05,1877
10/31/2020,13:05,2101
10/31/2020,15:05,1848
10/31/2020,17:05,2025
10/31/2020,19:05,2038
10/31/2020,21:05,1972
10/31/2020,23:05,1986
11/1/2020,1:05,2012
11/1/2020,3:05,1972
11/1/2020,5:05,1918
11/1/2020,15:05,1918
11/1/2020,17:05,2038
11/1/2020,19:05,1932
11/1/2020,21:05,2076
11/1/2020,23:05,1959
11/2/2020,1:05,1959
11/2/2020,5:05,2012
11/2/2020,7:15,2051
11/2/2020,9:05,1972
11/2/2020,11:05,1986
11/2/2020,13:05,2126
11/2/2020,15:05,2038
11/2/2020,17:05,2025
11/2/2020,19:05,2025
11/2/2020,21:05,1959
11/2/2020,23:05,1986
11/3/2020,3:05,1918
11/3/2020,5:05,2025
11/3/2020,7:05,1959
11/3/2020,9:05,1945
11/3/2020,11:05,1986
11/3/2020,13:05,1959
11/3/2020,15:05,1834
11/3/2020,17:05,1877
11/3/2020,19:05,1905
11/3/2020,21:05,1972
11/3/2020,23:05,1918
11/4/2020,1:05,1999
11/4/2020,3:05,2012
11/4/2020,5:05,1972
11/4/2020,7:05,1932
11/4/2020,11:05,1999
11/4/2020,13:15,2076
11/4/2020,15:05,1905
11/4/2020,17:05,1972
11/4/2020,19:05,1905
11/4/2020,21:05,1905
11/4/2020,23:05,1945
11/5/2020,1:05,1834
11/5/2020,3:05,1891
11/5/2020,5:05,1932
11/5/2020,7:05,1918
11/5/2020,9:15,1932
11/5/2020,11:05,1891
11/5/2020,13:15,1986
11/5/2020,15:05,1891
11/5/2020,17:05,1959
11/5/2020,19:05,1986
11/5/2020,21:20,1891
11/5/2020,23:20,1905
11/6/2020,0:05,1791
11/6/2020,1:05,2012
11/6/2020,3:05,2089
11/6/2020,4:05,2199
11/6/2020,7:05,2076
11/6/2020,8:05,2175
11/6/2020,9:05,2246
11/6/2020,10:05,1945
11/6/2020,12:05,1986
11/6/2020,13:05,1891
11/6/2020,14:05,2051
11/6/2020,15:05,2223
11/6/2020,16:05,2187
11/6/2020,17:05,2025
11/6/2020,18:05,2175
11/6/2020,19:05,2338
11/6/2020,20:05,2281
11/6/2020,21:05,2211
11/6/2020,22:05,2235
11/6/2020,23:05,2664
11/7/2020,3:05,2223
11/7/2020,5:05,2089
11/7/2020,7:05,2223
11/7/2020,9:05,2025
11/7/2020,11:05,1932
11/7/2020,13:05,1891
11/7/2020,15:05,1805
11/7/2020,17:05,1972
11/7/2020,19:05,2025
11/7/2020,21:05,2051
11/7/2020,23:05,1918
11/8/2020,1:05,1999
11/8/2020,3:05,1986
11/8/2020,5:05,1945
11/8/2020,7:05,1959
11/8/2020,9:05,1834
11/8/2020,11:10,1945
11/8/2020,13:05,1905
11/8/2020,15:05,1877
11/8/2020,17:05,1918
11/8/2020,19:05,1918
11/8/2020,21:05,1959
11/8/2020,23:05,1877
11/9/2020,1:05,1905
11/9/2020,3:05,1848
11/9/2020,5:05,1834
11/9/2020,7:05,1761
11/9/2020,9:05,1820
11/9/2020,11:05,1805
11/10/2020,7:05,1918
11/10/2020,11:05,1877
11/10/2020,13:05,1932
11/10/2020,15:05,1891
11/11/2020,9:05,1891
11/12/2020,3:05,1877
11/12/2020,5:05,2012
11/12/2020,7:05,1932
11/12/2020,9:05,1791
11/12/2020,11:05,1820
11/12/2020,13:05,1932
11/12/2020,15:05,1932
11/12/2020,17:15,1999
11/12/2020,19:05,1986
11/12/2020,23:05,1848
11/13/2020,1:05,1848
11/13/2020,3:05,1986
11/13/2020,5:05,1863
11/13/2020,7:05,1820
11/13/2020,11:05,1905
11/13/2020,13:05,1932
11/13/2020,15:05,1932
11/13/2020,17:05,1863
11/13/2020,19:15,1848
11/13/2020,21:05,1891
11/13/2020,23:19,1834
11/14/2020,1:05,1863
11/14/2020,7:05,1746
11/14/2020,9:05,1746
11/14/2020,11:05,1746
11/14/2020,13:05,1776
11/14/2020,15:05,1905
11/14/2020,19:05,1834
11/14/2020,21:15,1848
11/14/2020,23:05,1834
11/15/2020,1:05,1776
11/15/2020,3:05,1834
11/15/2020,7:05,1820
11/15/2020,9:05,1820
11/15/2020,11:05,1891
11/15/2020,13:05,1877
11/15/2020,15:05,1746
11/15/2020,17:05,1959
11/15/2020,19:15,1972
11/15/2020,21:05,1820
11/15/2020,23:05,1834
11/16/2020,1:05,1918
11/16/2020,3:05,1918
11/16/2020,5:05,1820
11/16/2020,7:05,1891
11/16/2020,9:05,1891
11/16/2020,13:05,1834
11/16/2020,15:05,1863
11/16/2020,17:05,1918
11/16/2020,19:05,1746
11/16/2020,21:05,1731
11/16/2020,23:05,1891
11/17/2020,1:05,1918
11/17/2020,3:05,1805
11/17/2020,5:05,1746
11/17/2020,7:05,1863
11/17/2020,9:05,1761
11/17/2020,11:05,1848
11/17/2020,13:05,1918
11/17/2020,15:15,1716
11/17/2020,17:15,1791
11/17/2020,19:05,1834
11/17/2020,21:05,1863
11/17/2020,23:05,1791
11/18/2020,1:05,1848
11/18/2020,3:05,1877
11/18/2020,5:05,1905
11/18/2020,7:05,1905
11/18/2020,9:05,1863
11/18/2020,11:05,1918
11/18/2020,13:05,1972
11/18/2020,15:05,2038
11/18/2020,17:05,1791
11/18/2020,19:05,1891
11/18/2020,21:05,1863
11/18/2020,23:05,1776
11/19/2020,1:05,1776
11/19/2020,3:05,1877
11/19/2020,5:05,1905
11/19/2020,7:05,1891
11/19/2020,9:05,1848
11/19/2020,13:05,1918
11/19/2020,15:05,1918
11/19/2020,17:05,1805
11/19/2020,19:05,1834
11/19/2020,21:05,1653
11/20/2020,1:05,1863
11/20/2020,3:15,1891
11/20/2020,5:05,1945
11/20/2020,7:05,1834
11/20/2020,9:00,1834
11/20/2020,11:15,1776
11/20/2020,13:15,1877
11/20/2020,15:05,1932
11/20/2020,17:15,1959
11/20/2020,19:05,1986
11/20/2020,21:05,2012
11/20/2020,23:05,1959
11/21/2020,1:05,1891
11/21/2020,3:05,1877
11/21/2020,5:05,2025
11/23/2020,17:05,2293
11/23/2020,23:05,1863
11/24/2020,1:05,1918
11/24/2020,3:05,1834
11/24/2020,5:05,1791
11/24/2020,7:05,1605
11/24/2020,9:05,1685
11/24/2020,11:15,1891
11/24/2020,13:05,1918
11/24/2020,15:05,1877
11/24/2020,17:05,1932
11/24/2020,19:05,1999
11/24/2020,21:05,1959
11/24/2020,23:05,1761
11/25/2020,1:05,1776
11/25/2020,3:05,1848
11/25/2020,5:05,1700
11/25/2020,7:05,1905
11/25/2020,13:05,1945
11/25/2020,15:05,1891
11/25/2020,17:05,1761
11/25/2020,19:05,1918
11/25/2020,21:05,1776
11/25/2020,23:05,1805
11/26/2020,1:05,1986
11/26/2020,3:05,1791
11/26/2020,5:05,1999
11/26/2020,7:05,1932
11/26/2020,9:05,1932
11/26/2020,11:05,1905
11/26/2020,13:05,1972
11/26/2020,15:05,1918
11/26/2020,17:05,1918
11/26/2020,19:05,1731
11/26/2020,21:05,1805
11/26/2020,23:05,1918
11/27/2020,1:05,1891
11/27/2020,3:05,1877
11/27/2020,5:05,1877
11/27/2020,7:05,1945
11/27/2020,11:05,1918
11/27/2020,13:05,1863
11/27/2020,15:05,1932
11/27/2020,17:05,1805
11/27/2020,19:05,1932
11/27/2020,21:05,1986
